tlist,guess,amplist
0.78,-0.32491506161345807,-6.707113154740198
0.79,-0.2957369386883507,-6.395462039721932
0.8,-0.26571429041480843,-6.057582481657039
0.81,-0.23493285139063524,-5.6912657678431735
0.82,-0.20348052306511388,-5.294065892180224
0.83,-0.17144712272199641,-4.863346529293165
0.84,-0.13892412699151502,-4.396377784395758
0.85,-0.10600441062385561,-3.89049694686208
0.86,-0.07278198127007143,-3.3433455569235937
0.87,-0.03935171102781218,-2.753190163902181
0.88,-0.005809065518483933,-2.1193249500237203
0.89,0.0277501687304953,-1.4425393617594464
0.9,0.06123015781983979,-0.725611585404125
0.91,0.0945352941478185,0.026240918389503688
0.92,0.12757046943344763,0.8050554983317617
0.93,0.16024134631379094,1.6000890920741133
0.94,0.19245462773977667,2.398174749750394
0.95,0.22411832340122895,3.18453312857658
0.96,0.25514201242029,3.9439846053994
0.97,0.28543710156307156,4.662361603104167
0.98,0.3149170782321698,5.327815946880467
0.99,0.34349775751758077,5.931721467198926
1.0,0.3710975226005224,6.46899950628283
1.01,0.3976375578236523,6.9378810082981035
1.02,0.4230420737621055,7.339269664228568
1.03,0.44723852365263406,7.675928362219342
1.04,0.47015781056279093,7.951681240028455
1.05,0.49173448470855663,8.170750216562084
1.06,0.5119069303569364,8.337272125968564
1.07,0.5306175417797931,8.454993477888964
1.08,0.5478128877564576,8.527117247126387
1.09,0.5634438641553428,8.556272681574388
1.1,0.5774658341588492,8.544585896499397
1.11,0.5898387557311208,8.493838870689112
1.12,0.6005272959646475,8.405712421777034
1.13,0.6095009319791793,8.282111092565023
1.14,0.61673403808482,8.12556144196855
1.15,0.6222059589603867,7.93965774485274
1.16,0.6259010686380697,7.729501036270343
1.17,0.6278088151259473,7.502044645353159
1.18,0.6279237505409293,7.266234634648861
1.19,0.6262455466660815,7.03283411729189
1.2,0.6227789958879024,6.813860035567618
1.21,0.6175339975108781,6.621639721406148
1.22,0.6105255294883934,6.467593402748179
1.23,0.6017736056507295,6.360935084992333
1.24,0.5913032185522868,6.307526570064114
1.25,0.5791442681012466,6.309103051410523
1.26,0.5653314761754772,6.363020299742372
1.27,0.5499042874685149,6.462572462020211
1.28,0.5329067568487706,6.597817436396818
1.29,0.5143874235536249,6.7567448740371745
1.3,0.49439917257767174,6.926554567031867
1.31,0.4729990836509409,7.094803742995569
1.32,0.45024826823836306,7.250237558816452
1.33,0.4262116950259558,7.383217128632391
1.34,0.40095800439208185,7.4857637556828225
1.35,0.374559312393587,7.551310668922696
1.36,0.34709100482656796,7.574280673668948
1.37,0.3186315219498639,7.5495988128256455
1.38,0.2892621344860279,7.472223497237044
1.39,0.2590667115394434,7.336756249860355
